measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,max,1683882796476,JUMPING,-0.06,-0.51,-0.24,17.21,84.96,61.83,-24.03,53.41,-165.79
1,max,1683882796500,JUMPING,-0.25,-0.53,-0.23,24.48,-0.24,47.0,-25.51,53.44,-164.26
2,max,1683882796525,JUMPING,-0.07,0.22,0.17,21.97,45.72,-5.92,-22.94,53.72,-162.79
3,max,1683882796546,JUMPING,-0.07,0.22,0.17,21.97,45.72,-5.92,-22.94,53.72,-162.79
4,max,1683882796569,JUMPING,0.05,0.14,-0.01,-45.17,33.81,2.81,-22.69,53.05,-162.17
5,max,1683882796593,JUMPING,0.05,0.14,-0.01,-45.17,33.81,2.81,-22.69,53.05,-162.17
6,max,1683882796617,JUMPING,0.14,0.06,0.11,-5.31,20.08,9.7,-23.28,51.79,-160.88
7,max,1683882796638,JUMPING,0.1,0.26,0.5,102.54,68.66,26.67,-23.28,51.79,-160.88
8,max,1683882796662,JUMPING,0.1,0.26,0.5,102.54,68.66,26.67,-22.09,53.9,-157.32
9,max,1683882796685,JUMPING,5.77,8.0,0.87,-124.08,151.06,50.9,-18.32,43.57,-149.21
10,max,1683882796708,JUMPING,5.77,8.0,0.87,-124.08,151.06,50.9,-18.32,43.57,-149.21
11,max,1683882796729,JUMPING,1.45,1.73,1.49,194.15,-20.51,16.54,-19.94,52.34,-149.99
12,max,1683882796750,JUMPING,1.38,1.8,0.89,194.15,-20.51,16.54,-19.94,52.34,-149.99
13,max,1683882796772,JUMPING,1.38,1.8,0.89,-104.8,-134.46,-7.57,-23.4,49.87,-154.16
14,max,1683882796795,JUMPING,0.51,0.85,-0.6,-9.09,-7.2,49.13,-26.15,52.41,-154.51
15,max,1683882796818,JUMPING,0.51,0.85,-0.6,-9.09,-7.2,49.13,-26.15,52.41,-154.51
16,max,1683882796842,JUMPING,-0.07,0.59,0.14,55.66,-1.34,-22.64,-24.09,55.55,-155.58
17,max,1683882796862,JUMPING,-0.07,0.59,0.14,55.66,-1.34,-22.64,-24.09,55.55,-155.58
18,max,1683882796882,JUMPING,-0.25,-0.1,0.25,-80.26,-14.28,-6.96,-22.92,50.46,-155.52
19,max,1683882796904,JUMPING,-0.25,-0.1,0.25,-80.26,-14.28,-6.96,-22.92,50.46,-155.52
20,max,1683882796928,JUMPING,-0.02,-0.45,-0.05,-100.46,5.37,28.63,-24.04,44.58,-153.74
21,max,1683882796952,JUMPING,-0.24,-0.66,-0.18,-0.98,70.5,57.86,-23.78,42.1,-149.29
22,max,1683882796975,JUMPING,-0.24,-0.66,-0.18,-0.98,70.5,57.86,-23.78,42.1,-149.29
23,max,1683882797000,JUMPING,-0.05,-0.26,-0.12,37.6,54.02,46.57,-23.47,41.56,-146.19
24,max,1683882797021,JUMPING,0.17,0.35,0.04,-25.39,25.82,-3.17,-22.93,41.71,-146.19
25,max,1683882797045,JUMPING,0.17,0.35,0.04,-25.39,25.82,-3.17,-22.93,41.71,-146.19
26,max,1683882797066,JUMPING,0.05,0.05,0.02,-26.37,15.99,-0.55,-23.16,41.27,-146.03
27,max,1683882797087,JUMPING,0.05,0.05,0.02,-26.37,15.99,-0.55,-23.16,41.27,-146.03
28,max,1683882797109,JUMPING,0.1,0.16,0.32,26.37,50.05,-0.67,-21.33,41.39,-144.3
29,max,1683882797132,JUMPING,0.1,0.16,0.32,26.37,50.05,-0.67,-21.33,41.39,-144.3
30,max,1683882797155,JUMPING,0.49,0.68,1.31,180.11,-45.29,8.79,-23.52,49.45,-145.91
31,max,1683882797176,JUMPING,1.28,2.18,0.48,-17.82,-19.47,-18.31,-23.52,49.45,-145.91
32,max,1683882797200,JUMPING,1.28,2.18,0.48,-17.82,-19.47,-18.31,-24.56,50.86,-148.37
33,max,1683882797225,JUMPING,1.47,2.42,0.55,111.88,-38.88,23.62,-26.57,55.96,-149.74
34,max,1683882797248,JUMPING,1.32,1.53,0.51,-116.94,-86.55,17.82,-29.6,52.69,-152.4
35,max,1683882797271,JUMPING,1.32,1.53,0.51,-116.94,-86.55,17.82,-29.6,52.69,-152.4
