measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,micha,1683881823467,WAVING,0.15,0.94,0.32,-3.36,-1.65,-2.87,-8.25,70.0,111.92
1,micha,1683881823489,WAVING,0.18,0.95,0.29,-3.17,-2.2,-1.34,-8.3,70.0,111.8
2,micha,1683881823511,WAVING,0.15,0.94,0.3,-2.14,-1.1,-1.53,-8.28,70.01,111.73
3,micha,1683881823534,WAVING,0.15,0.94,0.3,-2.14,-1.1,-1.53,-8.28,70.01,111.73
4,micha,1683881823558,WAVING,0.13,0.95,0.3,-1.53,-3.54,-2.56,-8.2,70.07,111.53
5,micha,1683881823580,WAVING,0.16,0.94,0.31,0.31,-3.42,-1.83,-8.21,70.16,111.39
6,micha,1683881823604,WAVING,0.16,0.94,0.31,0.31,-3.42,-1.83,-8.21,70.16,111.39
7,micha,1683881823627,WAVING,0.11,0.92,0.32,-0.85,1.95,-0.24,-8.1,70.12,111.46
8,micha,1683881823652,WAVING,0.14,0.92,0.29,-1.95,-3.05,-0.55,-8.14,70.16,111.33
9,micha,1683881823674,WAVING,0.14,0.92,0.29,-1.95,-3.05,-0.55,-8.14,70.16,111.33
10,micha,1683881823697,WAVING,0.14,0.94,0.32,-3.36,2.14,0.61,-8.14,70.03,111.41
11,micha,1683881823717,WAVING,0.14,0.94,0.32,-3.36,2.14,0.61,-8.14,70.03,111.41
12,micha,1683881823738,WAVING,0.18,0.92,0.29,-2.38,-2.62,-1.34,-8.22,70.03,111.27
13,micha,1683881823761,WAVING,0.18,0.92,0.29,-2.38,-2.62,-1.34,-8.22,70.03,111.27
14,micha,1683881823784,WAVING,0.22,0.94,0.32,-2.93,-3.54,-3.97,-8.29,69.96,111.08
15,micha,1683881823807,WAVING,0.22,0.9,0.35,-1.59,-5.49,-3.3,-8.39,69.87,110.84
16,micha,1683881823830,WAVING,0.22,0.9,0.35,-1.59,-5.49,-3.3,-8.39,69.87,110.84
17,micha,1683881823855,WAVING,0.15,0.9,0.36,-1.59,-3.42,-3.17,-8.32,69.77,110.68
18,micha,1683881823880,WAVING,0.07,0.92,0.31,-1.4,-0.98,-4.33,-8.32,69.77,110.68
19,micha,1683881823904,WAVING,0.1,0.96,0.28,-1.4,-0.98,-4.33,-8.0,69.78,110.58
20,micha,1683881823926,WAVING,0.1,0.96,0.28,-1.16,-0.12,-3.36,-7.81,69.9,110.52
21,micha,1683881823946,WAVING,0.15,0.96,0.26,-2.99,5.37,2.08,-7.84,69.92,110.74
22,micha,1683881823970,WAVING,0.15,0.96,0.26,-2.99,5.37,2.08,-7.84,69.92,110.74
23,micha,1683881823993,WAVING,0.13,0.95,0.28,-1.83,7.08,2.75,-7.84,69.91,111.04
24,micha,1683881824018,WAVING,0.16,0.94,0.28,-0.98,4.7,1.22,-7.88,69.96,111.22
25,micha,1683881824042,WAVING,0.17,0.95,0.3,-0.18,0.79,-0.31,-7.93,70.04,111.21
26,micha,1683881824067,WAVING,0.17,0.95,0.3,-0.18,0.79,-0.31,-7.93,70.04,111.21
27,micha,1683881824092,WAVING,0.19,0.92,0.32,-1.4,-1.34,-0.79,-8.02,70.01,111.15
28,micha,1683881824115,WAVING,0.17,0.92,0.31,-3.11,-1.28,-1.16,-8.04,69.93,111.09
29,micha,1683881824137,WAVING,0.17,0.92,0.31,-3.11,-1.28,-1.16,-8.04,69.93,111.09
30,micha,1683881824162,WAVING,0.14,0.93,0.31,-2.87,-1.65,-2.2,-7.99,69.88,110.98
31,micha,1683881824185,WAVING,0.13,0.93,0.3,-2.32,-3.36,-3.23,-7.91,69.87,110.8
32,micha,1683881824205,WAVING,0.13,0.93,0.3,-2.32,-3.36,-3.23,-7.91,69.87,110.8
33,micha,1683881824230,WAVING,0.15,0.94,0.32,-3.36,-1.59,-2.44,-7.87,69.78,110.7
34,micha,1683881824252,WAVING,0.16,0.93,0.32,-3.11,-0.85,-1.4,-7.87,69.69,110.65
35,micha,1683881824277,WAVING,0.16,0.93,0.32,-3.11,-0.85,-1.4,-7.87,69.69,110.65
36,micha,1683881824302,WAVING,0.14,0.92,0.33,-1.83,-0.12,-1.53,-7.81,69.64,110.62
37,micha,1683881824327,WAVING,0.13,0.92,0.33,-1.65,-0.31,-1.77,-7.74,69.59,110.59
38,micha,1683881824352,WAVING,0.13,0.92,0.33,-1.65,-0.31,-1.77,-7.74,69.59,110.59
39,micha,1683881824376,WAVING,0.14,0.91,0.32,-2.5,1.53,-1.46,-7.67,69.51,110.62
40,micha,1683881824400,WAVING,0.16,0.93,0.3,-3.85,2.81,-0.92,-7.65,69.43,110.7
41,micha,1683881824422,WAVING,0.16,0.93,0.3,-3.85,2.81,-0.92,-7.65,69.43,110.7
42,micha,1683881824448,WAVING,0.21,0.95,0.3,-3.36,2.38,-0.43,-7.78,69.41,110.77
43,micha,1683881824468,WAVING,0.18,0.97,0.29,-3.36,2.38,-0.43,-7.78,69.41,110.77
44,micha,1683881824492,WAVING,0.18,0.97,0.29,-1.04,1.34,0.31,-7.88,69.52,110.81
