measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,alex,1683904282498,WAVING,-0.38,0.88,0.38,4.88,-11.47,-2.5,20.6,63.62,156.3
1,alex,1683904282523,WAVING,-0.4,0.78,0.37,5.31,-1.65,1.4,20.69,63.86,156.3
2,alex,1683904282547,WAVING,-0.4,0.78,0.37,5.31,-1.65,1.4,20.69,63.86,156.3
3,alex,1683904282567,WAVING,-0.4,0.78,0.39,3.54,5.62,0.37,20.93,64.02,156.51
4,alex,1683904282590,WAVING,-0.4,0.78,0.39,3.54,5.62,0.37,20.93,64.02,156.51
5,alex,1683904282615,WAVING,-0.4,0.81,0.39,-5.98,4.76,0.31,21.1,63.84,156.72
6,alex,1683904282639,WAVING,-0.33,0.86,0.36,-12.33,7.93,3.97,21.03,63.62,157.16
7,alex,1683904282663,WAVING,-0.33,0.86,0.36,-12.33,7.93,3.97,21.03,63.62,157.16
8,alex,1683904282685,WAVING,-0.31,0.84,0.36,-11.6,10.07,5.74,20.89,63.46,157.69
9,alex,1683904282709,WAVING,-0.31,0.84,0.36,-11.6,10.07,5.74,20.89,63.46,157.69
10,alex,1683904282733,WAVING,-0.27,0.86,0.34,-10.19,6.59,2.14,20.76,63.34,158.03
11,alex,1683904282755,WAVING,-0.24,0.93,0.34,-4.15,3.17,-2.69,20.63,63.47,158.18
12,alex,1683904282780,WAVING,-0.28,0.96,0.38,3.42,-4.21,-3.54,20.46,63.72,158.0
13,alex,1683904282802,WAVING,-0.28,0.96,0.38,3.42,-4.21,-3.54,20.46,63.72,158.0
14,alex,1683904282825,WAVING,-0.36,0.87,0.37,6.71,-9.89,-0.43,20.32,63.97,157.66
15,alex,1683904282848,WAVING,-0.36,0.87,0.37,6.71,-9.89,-0.43,20.32,63.97,157.66
16,alex,1683904282872,WAVING,-0.36,0.78,0.36,8.24,-4.46,-0.79,20.36,64.27,157.5
17,alex,1683904282897,WAVING,-0.39,0.77,0.39,5.25,-0.85,-2.62,20.61,64.35,157.39
18,alex,1683904282917,WAVING,-0.39,0.77,0.39,5.25,-0.85,-2.62,20.61,64.35,157.39
19,alex,1683904282942,WAVING,-0.41,0.8,0.37,-6.59,0.49,-1.16,20.82,64.08,157.4
20,alex,1683904282965,WAVING,-0.41,0.8,0.37,-6.59,0.49,-1.16,20.82,64.08,157.4
21,alex,1683904282988,WAVING,-0.36,0.85,0.35,-11.47,6.96,1.71,20.87,63.85,157.76
22,alex,1683904283010,WAVING,-0.31,0.85,0.36,-13.98,8.18,4.58,20.75,63.53,158.18
23,alex,1683904283032,WAVING,-0.31,0.85,0.36,-13.98,8.18,4.58,20.75,63.53,158.18
24,alex,1683904283053,WAVING,-0.28,0.85,0.35,-13.79,6.96,2.56,20.63,63.26,158.55
25,alex,1683904283079,WAVING,-0.28,0.85,0.35,-13.79,6.96,2.56,20.63,63.26,158.55
26,alex,1683904283099,WAVING,-0.23,0.95,0.36,-2.5,3.42,-2.81,20.48,63.43,158.71
27,alex,1683904283120,WAVING,-0.23,0.95,0.36,-2.5,3.42,-2.81,20.48,63.43,158.71
28,alex,1683904283140,WAVING,-0.29,0.93,0.38,3.66,-5.62,-1.71,20.27,63.65,158.52
29,alex,1683904283161,WAVING,-0.35,0.83,0.36,5.31,-7.57,0.0,20.17,63.86,158.27
30,alex,1683904283185,WAVING,-0.35,0.83,0.36,5.31,-7.57,0.0,20.17,63.86,158.27
31,alex,1683904283206,WAVING,-0.36,0.79,0.38,6.23,-2.32,-2.26,20.31,64.06,158.15
32,alex,1683904283229,WAVING,-0.36,0.79,0.38,6.23,-2.32,-2.26,20.31,64.06,158.15
33,alex,1683904283251,WAVING,-0.39,0.79,0.4,0.31,0.12,-1.59,20.48,64.01,158.11
34,alex,1683904283275,WAVING,-0.38,0.82,0.38,-8.54,3.72,1.83,20.48,64.01,158.11
35,alex,1683904283298,WAVING,-0.38,0.82,0.38,-8.54,3.72,1.83,20.56,63.76,158.31
36,alex,1683904283320,WAVING,-0.34,0.85,0.37,-11.11,9.03,4.15,20.56,63.76,158.31
37,alex,1683904283342,WAVING,-0.34,0.85,0.37,-11.11,9.03,4.15,20.54,63.55,158.77
38,alex,1683904283365,WAVING,-0.3,0.85,0.36,-11.84,9.46,5.07,20.45,63.35,159.27
39,alex,1683904283388,WAVING,-0.25,0.89,0.35,-11.84,9.46,5.07,20.45,63.35,159.27
40,alex,1683904283411,WAVING,-0.25,0.89,0.35,-8.91,7.14,1.65,20.3,63.3,159.63
41,alex,1683904283436,WAVING,-0.23,0.95,0.38,-1.77,2.62,-1.77,20.11,63.44,159.74
42,alex,1683904283461,WAVING,-0.23,0.95,0.38,-1.77,2.62,-1.77,20.11,63.44,159.74
43,alex,1683904283485,WAVING,-0.3,0.91,0.39,4.64,-6.23,-1.46,19.94,63.66,159.51
44,alex,1683904283505,WAVING,-0.34,0.82,0.36,7.39,-7.81,-1.53,19.92,63.94,159.22
45,alex,1683904283529,WAVING,-0.34,0.82,0.36,7.39,-7.81,-1.53,19.92,63.94,159.22
46,alex,1683904283549,WAVING,-0.37,0.79,0.38,7.02,-3.11,-3.23,20.11,64.18,159.06
47,alex,1683904283569,WAVING,-0.37,0.79,0.38,7.02,-3.11,-3.23,20.11,64.18,159.06
48,alex,1683904283591,WAVING,-0.38,0.8,0.4,0.24,-2.14,-2.32,20.28,64.1,158.92
49,alex,1683904283615,WAVING,-0.38,0.8,0.4,0.24,-2.14,-2.32,20.28,64.1,158.92
50,alex,1683904283638,WAVING,-0.37,0.81,0.38,-6.96,0.67,-0.49,20.4,63.84,158.95
51,alex,1683904283663,WAVING,-0.34,0.83,0.37,-9.77,5.62,0.85,20.49,63.59,159.2
52,alex,1683904283684,WAVING,-0.34,0.83,0.37,-9.77,5.62,0.85,20.49,63.59,159.2
