measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,max,1683882446970,STANDING,0.05,0.96,0.26,-2.08,0.24,-0.49,-2.67,73.04,135.01
1,max,1683882446993,STANDING,0.05,0.96,0.26,-2.08,0.24,-0.49,-2.67,73.04,135.01
2,max,1683882447017,STANDING,0.05,0.95,0.25,-1.16,0.06,-0.49,-2.67,73.07,135.01
3,max,1683882447040,STANDING,0.05,0.96,0.24,-0.98,-0.06,-0.79,-2.66,73.12,134.99
4,max,1683882447063,STANDING,0.05,0.96,0.24,-0.98,-0.06,-0.79,-2.66,73.12,134.99
5,max,1683882447086,STANDING,0.06,0.97,0.25,-1.22,0.24,-0.55,-2.67,73.14,134.98
6,max,1683882447111,STANDING,0.06,0.96,0.24,-1.22,0.24,-0.55,-2.67,73.14,134.98
7,max,1683882447133,STANDING,0.06,0.96,0.24,-1.22,-0.24,-0.49,-2.68,73.18,134.97
8,max,1683882447156,STANDING,0.05,0.96,0.25,-0.85,0.31,-0.79,-2.65,73.19,134.97
9,max,1683882447179,STANDING,0.05,0.96,0.25,-0.85,0.31,-0.79,-2.65,73.19,134.97
10,max,1683882447203,STANDING,0.05,0.96,0.25,-1.16,-0.43,-0.73,-2.64,73.22,134.95
11,max,1683882447226,STANDING,0.05,0.96,0.25,-1.16,-0.43,-0.73,-2.64,73.22,134.95
12,max,1683882447249,STANDING,0.05,0.96,0.25,-1.46,0.24,-0.92,-2.63,73.26,134.94
13,max,1683882447271,STANDING,0.06,0.96,0.25,-1.59,0.49,-0.55,-2.63,73.26,134.95
14,max,1683882447293,STANDING,0.06,0.96,0.25,-1.59,0.49,-0.55,-2.63,73.26,134.95
15,max,1683882447318,STANDING,0.06,0.96,0.25,-1.95,-0.24,-0.67,-2.64,73.26,134.93
16,max,1683882447343,STANDING,0.05,0.97,0.24,-1.95,-0.24,-0.67,-2.64,73.26,134.93
17,max,1683882447367,STANDING,0.05,0.97,0.24,-1.65,-0.24,-0.73,-2.64,73.28,134.92
18,max,1683882447390,STANDING,0.05,0.96,0.25,-1.77,-0.18,-1.22,-2.63,73.29,134.89
19,max,1683882447412,STANDING,0.05,0.96,0.25,-1.77,-0.18,-1.22,-2.63,73.29,134.89
20,max,1683882447435,STANDING,0.06,0.96,0.25,-0.73,-0.31,-0.85,-2.63,73.33,134.87
21,max,1683882447458,STANDING,0.05,0.96,0.26,-1.89,-0.37,-0.98,-2.62,73.31,134.84
