measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,alex,1683904451709,STANDING,-0.13,0.94,0.28,6.04,0.37,1.77,8.44,70.56,101.22
1,alex,1683904451732,STANDING,-0.14,0.92,0.28,5.13,1.71,1.71,8.39,70.87,101.32
2,alex,1683904451752,STANDING,-0.14,0.92,0.28,5.13,1.71,1.71,8.39,70.87,101.32
3,alex,1683904451777,STANDING,-0.14,0.92,0.29,2.69,1.16,1.16,8.38,71.03,101.39
4,alex,1683904451801,STANDING,-0.14,0.91,0.29,-1.04,0.79,-0.79,8.43,71.02,101.41
5,alex,1683904451821,STANDING,-0.14,0.91,0.29,-1.04,0.79,-0.79,8.43,71.02,101.41
6,alex,1683904451844,STANDING,-0.14,0.92,0.28,-4.76,-0.85,-2.38,8.48,70.89,101.35
7,alex,1683904451867,STANDING,-0.13,0.95,0.29,-6.59,-0.67,-2.87,8.53,70.69,101.29
8,alex,1683904451892,STANDING,-0.13,0.95,0.29,-6.59,-0.67,-2.87,8.53,70.69,101.29
9,alex,1683904451916,STANDING,-0.12,0.97,0.27,-3.23,-1.1,-2.44,8.54,70.69,101.23
10,alex,1683904451941,STANDING,-0.12,0.97,0.27,-3.23,-1.1,-2.44,8.54,70.69,101.23
11,alex,1683904451964,STANDING,-0.11,0.96,0.29,-1.95,-0.67,-0.43,8.45,70.7,101.21
12,alex,1683904451988,STANDING,-0.13,0.95,0.28,-0.49,-0.37,0.49,8.39,70.79,101.22
13,alex,1683904452012,STANDING,-0.14,0.93,0.29,0.61,0.31,0.24,8.37,70.9,101.24
14,alex,1683904452036,STANDING,-0.14,0.93,0.29,0.61,0.31,0.24,8.37,70.9,101.24
15,alex,1683904452057,STANDING,-0.15,0.93,0.28,0.92,-0.06,-0.24,8.39,71.04,101.24
16,alex,1683904452080,STANDING,-0.17,0.93,0.27,2.87,-1.53,-0.55,8.46,71.23,101.19
17,alex,1683904452103,STANDING,-0.15,1.03,0.29,2.14,2.14,1.04,8.46,71.23,101.19
18,alex,1683904452127,STANDING,-0.15,1.03,0.29,2.14,2.14,1.04,8.39,71.44,101.32
19,alex,1683904452150,STANDING,-0.07,0.98,0.26,0.92,6.53,4.03,8.16,71.63,101.65
20,alex,1683904452173,STANDING,-0.14,0.93,0.3,3.72,5.55,5.07,8.03,71.82,101.92
21,alex,1683904452197,STANDING,-0.14,0.9,0.3,0.37,3.23,5.31,7.9,71.82,102.09
22,alex,1683904452220,STANDING,-0.13,0.88,0.29,-3.6,1.83,2.2,7.87,71.67,102.18
23,alex,1683904452243,STANDING,-0.13,0.88,0.29,-3.6,1.83,2.2,7.87,71.67,102.18
24,alex,1683904452266,STANDING,-0.11,0.9,0.29,-5.25,-0.06,-3.91,7.99,71.45,102.12
25,alex,1683904452289,STANDING,-0.12,0.94,0.3,-5.25,-0.06,-3.91,7.99,71.45,102.12
26,alex,1683904452313,STANDING,-0.12,0.94,0.3,-8.18,-1.95,-6.53,8.17,71.12,101.96
27,alex,1683904452336,STANDING,-0.13,0.97,0.28,-7.63,-3.05,-5.49,8.29,70.9,101.78
28,alex,1683904452358,STANDING,-0.14,0.96,0.26,-3.42,-2.69,-2.5,8.29,70.9,101.78
29,alex,1683904452382,STANDING,-0.14,0.96,0.26,-3.42,-2.69,-2.5,8.34,70.89,101.68
30,alex,1683904452403,STANDING,-0.13,0.97,0.28,0.31,0.85,0.12,8.32,71.06,101.74
31,alex,1683904452428,STANDING,-0.15,0.96,0.27,3.78,0.31,1.89,8.26,71.33,101.79
32,alex,1683904452448,STANDING,-0.15,0.96,0.27,3.78,0.31,1.89,8.26,71.33,101.79
33,alex,1683904452469,STANDING,-0.15,0.98,0.28,2.38,1.04,4.21,8.08,71.52,101.91
34,alex,1683904452490,STANDING,-0.09,0.94,0.28,2.38,1.04,4.21,8.08,71.52,101.91
35,alex,1683904452515,STANDING,-0.09,0.94,0.28,-1.1,5.31,4.82,7.86,71.57,102.18
36,alex,1683904452539,STANDING,-0.14,0.91,0.29,-0.12,2.81,2.08,7.83,71.59,102.31
