measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,yu,1683904912485,JUMPING,-0.17308345,0.03787573,0.07580907,-0.9579589,1.0854203,0.8111592
1,yu,1683904912506,JUMPING,-0.058234993,0.15043786,0.15229562,-0.8554731,1.299607,0.633572
2,yu,1683904912527,JUMPING,-0.0050627235,0.3072954,0.19988485,-0.8768185,1.400173,0.3816337
3,yu,1683904912548,JUMPING,0.10337387,0.41378245,0.42762634,-0.7765668,0.9892526,-0.08594001
4,yu,1683904912569,JUMPING,0.112403974,0.41704112,0.26174262,-0.4750786,0.6493323,-0.34608135
5,yu,1683904912590,JUMPING,0.09077953,0.40883398,0.09434765,-0.42507493,0.25288075,-0.4208687
6,yu,1683904912611,JUMPING,0.11575537,0.38075665,-0.063229375,-0.45727625,-0.5680872,-0.47324604
7,yu,1683904912631,JUMPING,0.12638554,0.40308788,0.034085035,-0.19245745,-0.7908436,-0.3857701
8,yu,1683904912652,JUMPING,0.16877145,0.30245623,-0.04582614,-0.07218682,-0.33444,-0.09089675
9,yu,1683904912672,JUMPING,0.12698689,-0.106898054,0.067789346,-0.051539574,-0.4015828,-0.11028735
10,yu,1683904912693,JUMPING,0.118242815,-0.24575491,-0.028742136,0.011170107,-0.32473597,-0.16613789
11,yu,1683904912714,JUMPING,0.115278006,-0.24622545,-0.0435281,0.045081854,-0.36374408,-0.23266985
12,yu,1683904912735,JUMPING,0.16502957,-0.19268417,-0.11442576,0.11772246,0.07096509,-0.36775833
13,yu,1683904912756,JUMPING,0.2208025,-0.3785074,-0.046847276,0.6051231,0.22085397,-0.52263886
14,yu,1683904912776,JUMPING,0.1264148,-1.7422017,0.39884126,3.695665,-0.9557772,-0.6374466
15,yu,1683904912797,JUMPING,-1.6974329,-4.4400554,0.24583595,3.4388745,-1.5512836,1.0944262
16,yu,1683904912817,JUMPING,-0.0019085278,-5.9899,-1.1591978,0.8300786,-2.757498,-0.10180505
17,yu,1683904912838,JUMPING,0.49234548,-2.502403,-0.29401383,-0.9064018,-1.3495759,0.36109117
18,yu,1683904912860,JUMPING,-0.0010689708,-3.3606026,-0.07564408,-1.252745,0.2473306,-0.15015067
19,yu,1683904912880,JUMPING,-0.19389373,-3.2507224,-0.086124875,-1.2297764,0.355925,-0.13323843
20,yu,1683904912901,JUMPING,-0.72571206,-2.5038555,-0.18281059,-0.9006423,0.2577502,0.056217056
21,yu,1683904912922,JUMPING,-0.40266028,-1.1311204,-0.39951,-1.3388596,-0.124930665,0.8159414
22,yu,1683904912943,JUMPING,-0.22127303,-0.67352873,-0.20668817,-1.415113,-0.06063274,0.7719591
23,yu,1683904912964,JUMPING,-0.001181237,-0.22255579,0.51186913,-0.83674574,1.5321023,0.24185027
24,yu,1683904912985,JUMPING,-0.032916486,0.12586911,-0.38562608,0.14240141,0.37861428,-0.0371057
25,yu,1683904913006,JUMPING,0.032544546,0.44644415,-0.13893302,-0.3564137,-0.44270277,-0.049323004
26,yu,1683904913027,JUMPING,-0.022494268,0.3869391,-0.13366431,-0.25288075,-0.60913736,-0.17980382
