measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,alex,1683904790998,JUMPING,0.08,-0.05,0.0,-19.65,37.6,-54.69,14.44,69.86,21.88
1,alex,1683904791021,JUMPING,-0.0,0.07,0.2,-75.07,12.39,-69.03,16.89,64.91,20.73
2,alex,1683904791041,JUMPING,0.01,0.25,0.21,-75.07,12.39,-69.03,16.89,64.91,20.73
3,alex,1683904791065,JUMPING,0.01,0.25,0.21,-30.09,-61.52,-102.36,18.61,62.0,16.1
4,alex,1683904791090,JUMPING,-1.05,3.56,1.43,175.48,-60.12,-115.84,20.5,67.96,11.26
5,alex,1683904791114,JUMPING,-1.05,3.56,1.43,175.48,-60.12,-115.84,20.5,67.96,11.26
6,alex,1683904791136,JUMPING,-1.4,1.68,0.33,-160.4,-44.86,-77.09,23.11,61.68,8.45
7,alex,1683904791157,JUMPING,-1.4,2.84,1.06,79.16,39.37,23.93,22.9,65.84,10.67
8,alex,1683904791179,JUMPING,-1.4,2.84,1.06,79.16,39.37,23.93,22.9,65.84,10.67
9,alex,1683904791202,JUMPING,-0.32,1.66,0.34,33.02,75.62,9.4,23.06,68.69,13.71
10,alex,1683904791223,JUMPING,-0.32,1.66,0.34,33.02,75.62,9.4,23.06,68.69,13.71
11,alex,1683904791247,JUMPING,0.34,1.15,0.36,52.31,25.82,39.73,20.37,71.51,15.28
12,alex,1683904791270,JUMPING,0.03,0.73,0.3,48.4,-2.14,70.98,16.67,73.31,15.94
13,alex,1683904791294,JUMPING,0.03,0.73,0.3,48.4,-2.14,70.98,16.67,73.31,15.94
14,alex,1683904791317,JUMPING,0.01,0.15,-0.1,-19.84,-17.64,77.03,13.0,74.32,16.78
15,alex,1683904791341,JUMPING,0.04,-0.2,-0.06,-20.81,45.47,32.96,12.38,74.14,18.89
16,alex,1683904791362,JUMPING,0.04,-0.2,-0.06,-20.81,45.47,32.96,12.38,74.14,18.89
17,alex,1683904791383,JUMPING,-0.09,-0.37,0.02,-13.0,-12.88,2.2,13.1,72.82,18.15
18,alex,1683904791407,JUMPING,-0.09,-0.37,0.02,-13.0,-12.88,2.2,13.1,72.82,18.15
19,alex,1683904791427,JUMPING,0.0,-0.43,-0.19,-8.67,13.12,-33.69,14.99,72.8,18.33
20,alex,1683904791449,JUMPING,0.0,-0.43,-0.19,-8.67,13.12,-33.69,14.99,72.8,18.33
21,alex,1683904791473,JUMPING,0.03,-0.05,-0.12,-22.4,40.34,-28.99,16.8,74.09,20.15
22,alex,1683904791496,JUMPING,-0.18,0.07,0.18,-49.87,66.28,-47.91,20.67,71.18,21.79
23,alex,1683904791521,JUMPING,-0.18,0.07,0.18,-49.87,66.28,-47.91,20.67,71.18,21.79
24,alex,1683904791543,JUMPING,-0.19,0.41,0.33,-14.89,-53.53,-124.57,24.07,67.86,16.93
25,alex,1683904791563,JUMPING,-0.19,0.41,0.33,-14.89,-53.53,-124.57,24.07,67.86,16.93
26,alex,1683904791583,JUMPING,-0.53,8.0,-0.85,59.02,-330.38,78.8,12.9,65.42,6.72
27,alex,1683904791608,JUMPING,-0.64,1.04,1.35,59.02,-330.38,78.8,12.9,65.42,6.72
28,alex,1683904791630,JUMPING,-0.64,1.04,1.35,-5.49,101.2,3.97,14.33,64.72,10.41
29,alex,1683904791653,JUMPING,-1.36,2.51,1.06,20.32,110.41,66.16,13.89,66.83,15.34
30,alex,1683904791675,JUMPING,-0.29,1.78,0.07,7.57,61.52,49.68,13.89,66.83,15.34
31,alex,1683904791700,JUMPING,-0.29,1.78,0.07,7.57,61.52,49.68,12.77,68.83,18.73
32,alex,1683904791723,JUMPING,0.08,1.23,0.23,95.21,68.3,60.42,10.67,73.5,22.12
33,alex,1683904791746,JUMPING,0.08,1.23,0.23,95.21,68.3,60.42,10.67,73.5,22.12
34,alex,1683904791770,JUMPING,0.13,0.52,0.26,23.93,-24.17,62.26,7.0,74.04,21.68
35,alex,1683904791793,JUMPING,0.29,0.17,-0.18,-20.57,-10.01,50.42,3.22,74.36,22.07
36,alex,1683904791816,JUMPING,0.29,0.17,-0.18,-20.57,-10.01,50.42,3.22,74.36,22.07
37,alex,1683904791840,JUMPING,0.11,-0.22,0.05,-47.36,12.94,38.21,1.04,71.58,22.93
38,alex,1683904791862,JUMPING,-0.12,-0.47,-0.1,-47.36,12.94,38.21,1.04,71.58,22.93
39,alex,1683904791885,JUMPING,-0.12,-0.47,-0.1,-39.06,-7.39,3.48,1.56,69.85,22.61
40,alex,1683904791907,JUMPING,0.0,-0.49,-0.25,-10.99,25.45,-50.48,3.95,69.8,22.99
41,alex,1683904791927,JUMPING,0.0,-0.49,-0.25,-10.99,25.45,-50.48,3.95,69.8,22.99
42,alex,1683904791950,JUMPING,-0.21,-0.03,0.11,-37.05,28.5,-73.3,9.02,67.05,22.72
43,alex,1683904791972,JUMPING,-0.21,-0.03,0.11,-37.05,28.5,-73.3,9.02,67.05,22.72
44,alex,1683904791996,JUMPING,-0.17,0.15,0.39,-33.08,-46.2,-101.44,12.45,63.53,19.04
45,alex,1683904792020,JUMPING,-0.6,0.97,2.13,-33.08,-46.2,-101.44,12.45,63.53,19.04
46,alex,1683904792040,JUMPING,-0.6,0.97,2.13,8.79,-39.67,-145.51,17.37,63.19,15.22
47,alex,1683904792063,JUMPING,-0.76,2.17,-0.04,-206.42,-124.39,-67.32,18.18,54.78,9.71
48,alex,1683904792088,JUMPING,-0.76,2.17,-0.04,-206.42,-124.39,-67.32,18.18,54.78,9.71
49,alex,1683904792112,JUMPING,-0.67,2.61,1.22,78.06,60.61,-13.61,19.46,58.74,11.54
50,alex,1683904792136,JUMPING,-0.98,2.09,0.49,44.37,81.85,33.81,20.15,62.5,15.64
51,alex,1683904792158,JUMPING,-0.98,2.09,0.49,44.37,81.85,33.81,20.15,62.5,15.64
52,alex,1683904792182,JUMPING,0.09,1.37,0.4,81.36,40.95,22.46,18.98,66.83,17.61
53,alex,1683904792204,JUMPING,0.02,0.81,0.37,87.77,-13.0,41.44,16.44,70.13,17.53
54,alex,1683904792228,JUMPING,0.02,0.81,0.37,87.77,-13.0,41.44,16.44,70.13,17.53
55,alex,1683904792253,JUMPING,0.11,0.37,0.07,-6.29,-37.66,55.42,12.53,69.85,17.03
56,alex,1683904792278,JUMPING,0.11,0.37,0.07,-6.29,-37.66,55.42,12.53,69.85,17.03
57,alex,1683904792300,JUMPING,0.11,-0.05,-0.18,-23.38,13.67,54.75,9.98,70.64,18.68
58,alex,1683904792323,JUMPING,0.0,-0.23,-0.01,-30.76,19.1,36.56,9.39,69.06,19.77
59,alex,1683904792344,JUMPING,0.0,-0.23,-0.01,-30.76,19.1,36.56,9.39,69.06,19.77
60,alex,1683904792369,JUMPING,-0.14,-0.42,-0.15,-15.69,33.02,-10.01,11.38,68.74,20.88
61,alex,1683904792390,JUMPING,-0.19,-0.45,-0.14,-7.51,13.79,-41.38,14.37,68.2,20.66
62,alex,1683904792414,JUMPING,-0.19,-0.45,-0.14,-7.51,13.79,-41.38,14.37,68.2,20.66
63,alex,1683904792437,JUMPING,-0.28,-0.02,0.17,-55.73,3.91,-54.2,18.27,64.46,19.49
64,alex,1683904792460,JUMPING,-0.28,-0.02,0.17,-55.73,3.91,-54.2,18.27,64.46,19.49
65,alex,1683904792485,JUMPING,-0.18,0.33,0.38,-36.93,-42.3,-103.33,21.23,60.9,15.61
66,alex,1683904792507,JUMPING,-0.8,3.16,1.46,176.45,-26.43,-133.85,24.32,67.3,11.47
67,alex,1683904792530,JUMPING,-0.8,3.16,1.46,176.45,-26.43,-133.85,24.32,67.3,11.47
68,alex,1683904792553,JUMPING,-0.87,1.35,0.33,-97.47,5.19,-60.3,27.16,63.84,11.11
69,alex,1683904792576,JUMPING,-0.64,2.24,1.22,31.25,28.38,18.98,26.29,65.82,12.63
70,alex,1683904792599,JUMPING,-0.64,2.24,1.22,31.25,28.38,18.98,26.29,65.82,12.63
71,alex,1683904792623,JUMPING,-0.51,2.02,0.39,53.04,88.26,48.71,25.34,70.36,17.29
72,alex,1683904792646,JUMPING,-0.51,2.02,0.39,53.04,88.26,48.71,25.34,70.36,17.29
73,alex,1683904792666,JUMPING,-0.12,1.55,0.31,65.37,57.56,42.24,23.61,74.7,20.3
74,alex,1683904792691,JUMPING,-0.12,0.87,0.33,78.8,-26.98,46.81,20.79,76.99,19.29
75,alex,1683904792716,JUMPING,-0.12,0.87,0.33,78.8,-26.98,46.81,20.79,76.99,19.29
