measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,micha,1683883944825,JUMPING,-0.22,2.41,0.67,75.74,54.69,17.03,-5.78,58.47,-100.68
1,micha,1683883944845,JUMPING,-0.27,1.81,0.73,109.13,-119.87,-23.07,-6.96,63.54,-105.93
2,micha,1683883944868,JUMPING,-0.27,1.81,0.73,109.13,-119.87,-23.07,-6.96,63.54,-105.93
3,micha,1683883944892,JUMPING,0.06,0.91,0.05,95.4,-161.38,-4.33,-9.26,68.92,-111.67
4,micha,1683883944915,JUMPING,0.11,0.31,0.02,-35.58,-56.4,21.91,-11.32,68.02,-113.63
5,micha,1683883944940,JUMPING,0.11,0.31,0.02,-35.58,-56.4,21.91,-11.32,68.02,-113.63
6,micha,1683883944962,JUMPING,0.11,-0.07,0.08,-141.42,-120.79,25.76,-16.02,61.92,-117.3
7,micha,1683883944985,JUMPING,0.11,-0.07,0.08,-141.42,-120.79,25.76,-16.02,61.92,-117.3
8,micha,1683883945010,JUMPING,0.17,-0.23,-0.12,-93.87,-10.74,32.29,-18.82,58.29,-116.69
9,micha,1683883945033,JUMPING,-0.05,-0.26,-0.24,150.45,103.39,24.29,-18.04,63.67,-112.64
10,micha,1683883945055,JUMPING,-0.05,-0.26,-0.24,150.45,103.39,24.29,-18.04,63.67,-112.64
11,micha,1683883945077,JUMPING,-0.16,-0.14,-0.15,-21.18,50.84,-25.45,-15.34,62.56,-111.59
12,micha,1683883945101,JUMPING,-0.28,-0.28,-0.03,-95.83,27.1,-55.05,-15.34,62.56,-111.59
13,micha,1683883945124,JUMPING,-0.28,-0.28,-0.03,-95.83,27.1,-55.05,-11.75,58.36,-111.56
14,micha,1683883945147,JUMPING,0.12,-0.01,-0.01,-31.37,10.31,-21.0,-12.98,57.25,-111.67
15,micha,1683883945171,JUMPING,0.12,-0.01,-0.01,-31.37,10.31,-21.0,-12.98,57.25,-111.67
16,micha,1683883945193,JUMPING,0.11,0.02,0.04,6.1,30.15,-43.64,-12.67,56.88,-111.4
17,micha,1683883945216,JUMPING,0.11,0.02,0.04,6.1,30.15,-43.64,-12.67,56.88,-111.4
18,micha,1683883945240,JUMPING,0.03,0.03,0.14,62.74,51.39,-46.51,-10.18,57.81,-110.31
19,micha,1683883945260,JUMPING,-0.09,0.93,0.96,62.74,51.39,-46.51,-10.18,57.81,-110.31
20,micha,1683883945281,JUMPING,-0.09,0.93,0.96,65.49,83.31,-53.65,-6.18,59.3,-108.47
21,micha,1683883945306,JUMPING,0.29,1.99,1.47,-0.61,155.7,-15.69,-2.36,58.77,-103.42
22,micha,1683883945327,JUMPING,0.29,1.99,1.47,-0.61,155.7,-15.69,-2.36,58.77,-103.42
23,micha,1683883945351,JUMPING,-0.41,3.0,0.57,43.7,15.08,-12.57,-0.84,61.48,-102.65
24,micha,1683883945374,JUMPING,-0.36,2.3,0.61,113.77,89.11,2.87,0.88,66.59,-99.64
25,micha,1683883945394,JUMPING,-0.36,2.3,0.61,113.77,89.11,2.87,0.88,66.59,-99.64
26,micha,1683883945415,JUMPING,-0.37,1.4,0.94,59.45,-261.17,-30.88,-1.59,68.78,-110.22
27,micha,1683883945438,JUMPING,-0.37,1.4,0.94,59.45,-261.17,-30.88,-1.59,68.78,-110.22
28,micha,1683883945460,JUMPING,0.12,0.88,-0.03,26.92,-166.02,-3.6,-4.0,70.7,-116.13
29,micha,1683883945484,JUMPING,0.12,0.88,-0.03,26.92,-166.02,-3.6,-4.0,70.7,-116.13
30,micha,1683883945505,JUMPING,0.18,0.23,-0.21,-89.11,-35.58,23.01,-6.39,69.27,-117.12
31,micha,1683883945528,JUMPING,0.07,-0.02,-0.16,-82.76,-55.66,12.08,-8.87,67.77,-119.36
32,micha,1683883945548,JUMPING,0.07,-0.02,-0.16,-82.76,-55.66,12.08,-8.87,67.77,-119.36
33,micha,1683883945573,JUMPING,0.12,-0.16,-0.02,-118.29,-15.56,30.94,-11.73,62.57,-119.27
34,micha,1683883945594,JUMPING,0.12,-0.16,-0.02,-118.29,-15.56,30.94,-11.73,62.57,-119.27
