measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,max,1683882816825,JUMPING,0.11,0.34,0.21,38.88,29.66,6.59,-31.85,85.15,108.77
1,max,1683882816848,JUMPING,0.1,0.65,0.68,136.29,7.02,29.97,-32.43,89.15,109.35
2,max,1683882816869,JUMPING,0.1,0.65,0.68,136.29,7.02,29.97,-32.43,89.15,109.35
3,max,1683882816893,JUMPING,4.36,3.2,2.17,-198.55,49.87,139.89,-36.15,81.65,110.55
4,max,1683882816916,JUMPING,4.36,3.2,2.17,-198.55,49.87,139.89,-36.15,81.65,110.55
5,max,1683882816937,JUMPING,4.36,3.2,2.17,-198.55,49.87,139.89,-36.15,81.65,110.55
6,max,1683882816962,JUMPING,1.15,1.38,-0.29,-155.15,10.93,22.64,-37.67,78.41,111.0
7,max,1683882816985,JUMPING,1.15,1.38,-0.29,-155.15,10.93,22.64,-37.67,78.41,111.0
8,max,1683882817009,JUMPING,0.21,0.86,-0.07,99.85,-72.45,-14.47,-36.33,84.8,107.76
9,max,1683882817030,JUMPING,0.21,0.86,-0.07,99.85,-72.45,-14.47,-36.33,84.8,107.76
10,max,1683882817055,JUMPING,-0.02,0.05,0.61,-102.48,36.93,36.74,-37.34,76.08,111.67
11,max,1683882817080,JUMPING,-0.21,-0.49,0.32,-96.5,31.19,93.14,-41.02,69.28,115.52
12,max,1683882817103,JUMPING,-0.21,-0.49,0.32,-96.5,31.19,93.14,-41.02,69.28,115.52
13,max,1683882817128,JUMPING,-0.37,-0.55,-0.33,34.48,-15.38,139.59,-46.92,70.3,116.78
14,max,1683882817153,JUMPING,-0.53,-0.33,-0.05,15.32,39.12,158.45,-51.58,66.11,122.76
15,max,1683882817174,JUMPING,-0.53,-0.33,-0.05,15.32,39.12,158.45,-51.58,66.11,122.76
16,max,1683882817195,JUMPING,0.16,0.3,0.17,3.48,46.08,7.32,-49.91,64.02,125.54
17,max,1683882817218,JUMPING,0.16,0.3,0.17,3.48,46.08,7.32,-49.91,64.02,125.54
18,max,1683882817243,JUMPING,0.38,0.13,0.07,-16.42,33.33,-10.44,-49.73,62.18,127.18
19,max,1683882817266,JUMPING,0.41,0.18,0.32,86.06,-7.14,-18.55,-49.12,65.03,127.4
20,max,1683882817287,JUMPING,0.41,0.18,0.32,86.06,-7.14,-18.55,-49.12,65.03,127.4
21,max,1683882817308,JUMPING,0.69,0.66,0.77,193.18,-88.32,-21.48,-49.18,76.37,121.59
22,max,1683882817329,JUMPING,0.69,0.66,0.77,193.18,-88.32,-21.48,-49.18,76.37,121.59
23,max,1683882817353,JUMPING,3.17,1.72,0.15,-113.83,-27.59,1.16,-49.44,75.24,117.97
24,max,1683882817376,JUMPING,1.99,1.28,1.03,14.95,46.75,56.03,-49.44,75.24,117.97
25,max,1683882817401,JUMPING,1.99,1.28,1.03,14.95,46.75,56.03,-51.05,70.46,122.92
26,max,1683882817421,JUMPING,0.94,0.45,-0.3,-57.56,-83.07,13.98,-53.09,73.97,116.7
27,max,1683882817444,JUMPING,0.94,0.45,-0.3,-57.56,-83.07,13.98,-53.09,73.97,116.7
28,max,1683882817467,JUMPING,0.4,0.2,0.26,-9.4,-33.33,7.69,-53.85,73.54,116.19
29,max,1683882817488,JUMPING,0.4,0.2,0.26,-9.4,-33.33,7.69,-53.85,73.54,116.19
30,max,1683882817512,JUMPING,-0.06,-0.15,0.02,12.57,33.2,25.7,-55.3,70.13,120.31
31,max,1683882817537,JUMPING,-0.45,-0.25,0.04,12.57,33.2,25.7,-55.3,70.13,120.31
32,max,1683882817562,JUMPING,-0.45,-0.25,0.04,-37.48,67.14,93.81,-57.43,61.29,128.57
33,max,1683882817586,JUMPING,-0.51,-0.21,0.05,11.54,-32.59,139.83,-62.32,57.91,132.67
34,max,1683882817607,JUMPING,-0.09,0.13,-0.26,2.08,-12.94,125.85,-66.15,58.13,133.22
35,max,1683882817628,JUMPING,-0.09,0.13,-0.26,2.08,-12.94,125.85,-66.15,58.13,133.22
36,max,1683882817651,JUMPING,0.48,0.0,-0.06,-37.41,12.02,-45.65,-65.32,58.67,131.17
37,max,1683882817676,JUMPING,0.48,0.0,-0.06,-37.41,12.02,-45.65,-65.32,58.67,131.17
38,max,1683882817701,JUMPING,0.66,0.21,0.15,0.0,-20.39,-68.48,-63.19,63.0,126.47
39,max,1683882817726,JUMPING,1.26,0.63,0.19,51.09,-14.89,-118.77,-58.83,69.38,120.16
40,max,1683882817746,JUMPING,1.26,0.63,0.19,51.09,-14.89,-118.77,-58.83,69.38,120.16
41,max,1683882817766,JUMPING,6.7,0.78,0.79,-71.59,-73.79,429.44,-74.27,49.75,139.56
42,max,1683882817787,JUMPING,6.7,0.78,0.79,-71.59,-73.79,429.44,-74.27,49.75,139.56
43,max,1683882817808,JUMPING,2.55,-0.07,0.21,9.83,-19.9,38.45,-76.11,51.13,137.58
44,max,1683882817832,JUMPING,2.55,-0.07,0.21,9.83,-19.9,38.45,-76.11,51.13,137.58
45,max,1683882817854,JUMPING,1.19,0.41,0.06,9.83,-19.9,38.45,-76.11,51.13,137.58
46,max,1683882817879,JUMPING,0.38,0.06,0.3,-19.35,12.63,13.24,-77.69,51.62,134.57
47,max,1683882817904,JUMPING,0.38,0.06,0.3,-19.35,12.63,13.24,-77.69,51.62,134.57
48,max,1683882817928,JUMPING,-0.12,-0.07,0.15,65.37,79.1,21.73,-75.12,34.66,154.69
49,max,1683882817953,JUMPING,-0.12,-0.07,0.15,65.37,79.1,21.73,-75.12,34.66,154.69
