measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,stefan,1683904179543,STANDING,0.15086643,-0.95941633,0.1794963,-0.0035604716,0.08059931,-0.04612905
1,stefan,1683904179564,STANDING,0.1556441,-0.95559055,0.17903356,-0.0035604716,0.08059931,-0.04612905
2,stefan,1683904179585,STANDING,0.15793237,-0.95514154,0.18558502,-0.0052010813,0.063093655,-0.045954518
3,stefan,1683904179619,STANDING,0.1632782,-0.9619624,0.18591696,0.0036651914,0.041434117,-0.045605455
4,stefan,1683904179666,STANDING,0.17505836,-0.98301476,0.19039297,0.010088003,0.022828907,-0.03515093
5,stefan,1683904179699,STANDING,0.16942649,-0.9940706,0.18659055,0.026459191,0.01277581,-0.026947884
6,stefan,1683904179720,STANDING,0.15952167,-0.97549194,0.166983,0.0071383966,-0.02555162,0.0004886922
7,stefan,1683904179741,STANDING,0.16533317,-0.97442985,0.17364673,0.003228859,-0.033423055,0.0109083075
8,stefan,1683904179763,STANDING,0.17176163,-0.9640827,0.17505153,-0.018378317,-0.04712389,0.014241886
9,stefan,1683904179783,STANDING,0.17087132,-0.9628722,0.18676138,-0.031520646,-0.040997785,0.013892821
10,stefan,1683904179804,STANDING,0.16242303,-0.9703697,0.18949191,-0.010140363,-0.026720991,0.015393804
11,stefan,1683904179825,STANDING,0.15527214,-0.9633994,0.17753994,0.0052359877,-0.027052604,0.016231561
12,stefan,1683904179848,STANDING,0.16390105,-0.9512326,0.17943674,-0.0071907565,-0.042743113,0.008552114
13,stefan,1683904179869,STANDING,0.16536148,-0.9507465,0.18094991,-0.0077318083,-0.042498767,0.0070685833
14,stefan,1683904179889,STANDING,0.17197737,-0.9492382,0.19463077,-0.0054803337,-0.03000221,-0.0027227136
15,stefan,1683904179911,STANDING,0.17018306,-0.9544445,0.20439991,0.009599311,0.0035953782,-0.02427753
16,stefan,1683904179931,STANDING,0.17026214,-0.95421594,0.20503445,0.013857914,0.023736477,-0.029653143
17,stefan,1683904179952,STANDING,0.14337094,-0.9717374,0.18254505,0.027052604,0.02734931,-0.024853488
18,stefan,1683904179973,STANDING,0.14211453,-0.9720878,0.17979698,0.025883233,0.026459191,-0.024033183
19,stefan,1683904179994,STANDING,0.1461444,-0.9771496,0.1702758,-0.0043458696,0.013456488,-0.00034906584
20,stefan,1683904180014,STANDING,0.16219069,-0.96374893,0.18002151,-0.013281955,0.020996312,0.004223697
21,stefan,1683904180036,STANDING,0.17515111,-0.96448696,0.18532439,0.00015707963,0.002094395,0.0047472958
22,stefan,1683904180056,STANDING,0.17414168,-0.96705633,0.18384053,-0.00036651915,-0.003281219,0.0029146997
23,stefan,1683904180077,STANDING,0.1690067,-0.9654192,0.1723093,-0.0010821042,-0.009093165,0.00710349
24,stefan,1683904180098,STANDING,0.16963053,-0.9586159,0.17064776,-0.009808751,-0.011938052,0.008779006
25,stefan,1683904180119,STANDING,0.17372777,-0.95880723,0.18510863,-0.0084823,-0.012723451,0.0058119465
26,stefan,1683904180140,STANDING,0.15556015,-0.96524155,0.1873725,0.0010821042,-0.0050090947,0.00057595863
27,stefan,1683904180161,STANDING,0.15324062,-0.9667401,0.18737935,0.00036651915,-0.0061959187,0.00029670598
28,stefan,1683904180182,STANDING,0.14713722,-0.9669206,0.19590281,-0.00083775807,-0.042010076,0.012967796
29,stefan,1683904180203,STANDING,0.15711527,-0.9688498,0.19022115,0.015097098,-0.03436553,0.017400933
30,stefan,1683904180223,STANDING,0.15100408,-0.97851723,0.16925272,-0.0066497047,-0.010751228,0.020769417
31,stefan,1683904180244,STANDING,0.1450237,-0.97486424,0.16781084,-0.033004176,-0.0034557518,0.013107423
32,stefan,1683904180264,STANDING,0.1266706,-0.9653821,0.17285012,-0.05942846,0.014713125,0.0032463125
33,stefan,1683904180285,STANDING,0.12580565,-0.9651029,0.17414948,-0.05532694,0.015236724,0.004956735
34,stefan,1683904180306,STANDING,0.136058,-0.9788072,0.18800218,-0.03598869,0.0042935098,0.0113446405
35,stefan,1683904180327,STANDING,0.14830285,-0.9779979,0.18508032,-0.016982054,0.005602507,0.010733775
36,stefan,1683904180348,STANDING,0.15020649,-0.9722713,0.18049596,-0.010332349,0.012304571,0.005410521
37,stefan,1683904180369,STANDING,0.14051548,-0.9711262,0.18058577,-0.013631022,0.048014008,0.00083775807
38,stefan,1683904180390,STANDING,0.14030558,-0.9711428,0.17996489,-0.014014994,0.04808382,0.00013962634
39,stefan,1683904180411,STANDING,0.14024407,-0.96781975,0.17920049,-0.015289084,0.03562217,0.005846853
40,stefan,1683904180432,STANDING,0.14923905,-0.96996063,0.18048327,-0.024504423,0.021519909,0.011815879
41,stefan,1683904180453,STANDING,0.15644558,-0.9749101,0.17258655,-0.0143117,0.021101031,0.015917404
42,stefan,1683904180474,STANDING,0.1551999,-0.97121704,0.16420367,-0.010855948,0.001012291,0.020594886
43,stefan,1683904180494,STANDING,0.1601162,-0.96512437,0.16801487,-0.03764675,0.0028448866,0.023893557
44,stefan,1683904180516,STANDING,0.16163619,-0.96424675,0.16848737,-0.034016468,0.00095993106,0.024626596
45,stefan,1683904180537,STANDING,0.16720752,-0.96064836,0.17674235,-0.040194932,0.00033161257,0.02391101
46,stefan,1683904180558,STANDING,0.17873777,-0.9606601,0.19548692,-0.020734511,0.007888888,0.002024582
47,stefan,1683904180579,STANDING,0.16324794,-0.958566,0.18760973,0.0023038345,0.018570304,-0.0024958209
48,stefan,1683904180599,STANDING,0.15890959,-0.95546955,0.17628157,0.008290314,0.0069464105,-0.0028274334
49,stefan,1683904180620,STANDING,0.16745842,-0.95398265,0.17367406,0.006440265,0.009180432,-0.002321288
50,stefan,1683904180641,STANDING,0.17320451,-0.96244276,0.18162936,0.00143117,0.0024958209,-0.010070549
51,stefan,1683904180662,STANDING,0.17320451,-0.96244276,0.18162936,0.00143117,0.0024958209,-0.010070549
52,stefan,1683904180683,STANDING,0.1797306,-0.966086,0.17307368,0.01993166,-0.022410028,-0.004415683
53,stefan,1683904180704,STANDING,0.18103775,-0.9701569,0.16723388,0.029705504,-0.03139847,-0.00075049157
54,stefan,1683904180725,STANDING,0.17158493,-0.9741174,0.1608923,0.03413864,-0.040631264,0.001850049
55,stefan,1683904180746,STANDING,0.17018698,-0.9744679,0.16147804,0.031799898,-0.042428955,0.00020943952
56,stefan,1683904180767,STANDING,0.13999124,-0.98814297,0.16969885,0.02453933,-0.04860742,0.008011062
57,stefan,1683904180788,STANDING,0.1323669,-0.98698694,0.17462003,0.001256637,-0.045832347,0.029408798
58,stefan,1683904180808,STANDING,0.1367443,-0.97749424,0.17639285,-0.001553343,-0.044802602,0.035063665
59,stefan,1683904180829,STANDING,0.14786452,-0.9643356,0.16946359,-0.035587262,-0.041224677,0.036180675
60,stefan,1683904180849,STANDING,0.15249771,-0.9583523,0.17928542,-0.044191737,-0.05185373,0.035604715
61,stefan,1683904180870,STANDING,0.16177286,-0.9548818,0.1881086,-0.029496064,-0.04759513,0.02867576
62,stefan,1683904180891,STANDING,0.16606924,-0.9526902,0.19212283,-0.009826204,-0.038309976,0.014782939
63,stefan,1683904180911,STANDING,0.1558286,-0.9568987,0.18950167,0.01675516,-0.032148965,0.00055850536
64,stefan,1683904180932,STANDING,0.14554696,-0.9610038,0.18778838,0.022619467,-0.030124383,-0.0056723203
65,stefan,1683904180953,STANDING,0.14550303,-0.9565658,0.18841317,0.017348573,-0.013578662,0.0010995574
66,stefan,1683904180974,STANDING,0.14741838,-0.9557623,0.18998782,0.013892821,-0.014451326,0.002565634
67,stefan,1683904180995,STANDING,0.15145022,-0.9670035,0.1959477,0.010035643,-0.0011868239,0.0054454273
