measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,max,1683882392843,WAVING,-0.09,0.93,0.39,11.05,7.57,2.08,8.45,75.97,-136.78
1,max,1683882392863,WAVING,-0.09,0.93,0.39,11.05,7.57,2.08,8.45,75.97,-136.78
2,max,1683882392888,WAVING,-0.04,0.84,0.42,10.62,-11.78,-4.76,8.3,75.79,-137.41
3,max,1683882392911,WAVING,-0.04,0.84,0.42,10.62,-11.78,-4.76,8.3,75.79,-137.41
4,max,1683882392936,WAVING,-0.27,0.76,0.33,-10.25,-18.55,-7.51,8.82,74.9,-138.32
5,max,1683882392959,WAVING,-0.24,0.96,0.17,-10.31,-8.91,-7.2,9.2,74.61,-138.63
6,max,1683882392982,WAVING,-0.24,0.96,0.17,-10.31,-8.91,-7.2,9.2,74.61,-138.63
7,max,1683882393005,WAVING,-0.16,1.0,0.22,-1.59,15.63,-3.48,9.44,74.74,-138.03
8,max,1683882393028,WAVING,-0.16,1.0,0.22,-1.59,15.63,-3.48,9.44,74.74,-138.03
9,max,1683882393053,WAVING,0.03,1.02,0.31,-1.95,10.13,1.1,9.03,74.6,-137.67
10,max,1683882393075,WAVING,-0.07,0.87,0.4,5.07,-4.21,-2.99,8.93,74.4,-137.97
11,max,1683882393099,WAVING,-0.07,0.87,0.4,5.07,-4.21,-2.99,8.93,74.4,-137.97
12,max,1683882393122,WAVING,-0.23,0.86,0.28,2.99,-25.76,-7.51,9.15,74.22,-139.12
13,max,1683882393145,WAVING,-0.27,0.97,0.09,-16.24,-23.62,-7.2,9.15,74.22,-139.12
14,max,1683882393168,WAVING,-0.27,0.97,0.09,-16.24,-23.62,-7.2,9.46,73.79,-139.96
15,max,1683882393193,WAVING,-0.21,1.03,0.17,-2.81,25.76,0.0,9.8,74.1,-138.86
16,max,1683882393215,WAVING,-0.21,1.03,0.17,-2.81,25.76,0.0,9.8,74.1,-138.86
17,max,1683882393238,WAVING,-0.05,1.02,0.31,1.28,18.98,1.1,9.65,74.21,-138.18
18,max,1683882393262,WAVING,0.03,0.91,0.4,5.86,-4.94,-2.87,9.26,74.06,-138.48
19,max,1683882393284,WAVING,0.03,0.91,0.4,5.86,-4.94,-2.87,9.26,74.06,-138.48
20,max,1683882393307,WAVING,-0.24,0.86,0.35,3.48,-9.52,0.12,9.38,73.9,-138.94
21,max,1683882393331,WAVING,-0.24,0.86,0.35,3.48,-9.52,0.12,9.38,73.9,-138.94
22,max,1683882393354,WAVING,-0.24,0.94,0.1,-8.18,-23.32,-4.21,9.47,73.79,-139.78
23,max,1683882393374,WAVING,-0.24,0.96,0.2,-8.18,-23.32,-4.21,9.47,73.79,-139.78
24,max,1683882393397,WAVING,-0.24,0.96,0.2,-2.87,18.37,1.4,9.79,73.97,-138.98
25,max,1683882393419,WAVING,-0.08,0.97,0.3,-0.24,14.04,-0.49,9.72,73.99,-138.44
26,max,1683882393442,WAVING,-0.08,0.97,0.3,-0.24,14.04,-0.49,9.72,73.99,-138.44
27,max,1683882393462,WAVING,0.04,0.92,0.37,2.32,-5.62,-4.58,9.35,73.76,-138.77
28,max,1683882393483,WAVING,0.04,0.92,0.37,2.32,-5.62,-4.58,9.35,73.76,-138.77
29,max,1683882393507,WAVING,-0.22,0.87,0.36,-1.46,-4.7,0.79,9.47,73.43,-138.99
30,max,1683882393528,WAVING,-0.3,0.95,0.11,-9.77,-22.89,-2.93,9.47,73.43,-138.99
31,max,1683882393553,WAVING,-0.3,0.95,0.11,-9.77,-22.89,-2.93,9.61,73.27,-139.82
32,max,1683882393576,WAVING,-0.2,1.01,0.16,-1.22,17.4,1.89,9.78,73.65,-139.03
33,max,1683882393598,WAVING,-0.2,1.01,0.16,-1.22,17.4,1.89,9.78,73.65,-139.03
34,max,1683882393621,WAVING,-0.05,0.98,0.31,1.95,11.66,-0.49,9.64,73.7,-138.66
35,max,1683882393643,WAVING,-0.01,0.88,0.37,1.95,11.66,-0.49,9.64,73.7,-138.66
36,max,1683882393667,WAVING,-0.01,0.88,0.37,2.26,-16.97,-7.39,9.37,73.37,-139.47
37,max,1683882393691,WAVING,-0.19,0.87,0.35,-1.89,-9.58,-1.59,9.42,73.0,-139.9
38,max,1683882393713,WAVING,-0.19,0.87,0.35,-1.89,-9.58,-1.59,9.42,73.0,-139.9
39,max,1683882393738,WAVING,-0.29,0.95,0.16,-8.67,-16.05,-2.5,9.6,72.85,-140.47
40,max,1683882393762,WAVING,-0.2,0.97,0.2,-1.34,9.89,-1.83,9.85,73.06,-140.06
41,max,1683882393786,WAVING,-0.2,0.97,0.2,-1.34,9.89,-1.83,9.85,73.06,-140.06
42,max,1683882393807,WAVING,-0.08,0.98,0.3,0.98,7.87,-2.5,9.79,73.13,-139.81
43,max,1683882393830,WAVING,-0.02,0.94,0.36,1.1,-2.56,-2.99,9.54,72.97,-139.99
44,max,1683882393853,WAVING,-0.15,0.88,0.34,1.1,-2.56,-2.99,9.54,72.97,-139.99
45,max,1683882393876,WAVING,-0.15,0.88,0.34,-1.89,-7.87,-1.65,9.52,72.68,-140.34
46,max,1683882393899,WAVING,-0.27,0.92,0.22,-5.86,-7.2,-0.06,9.7,72.56,-140.57
47,max,1683882393921,WAVING,-0.27,0.92,0.22,-5.86,-7.2,-0.06,9.7,72.56,-140.57
48,max,1683882393946,WAVING,-0.26,0.99,0.19,-2.38,10.93,1.59,9.95,72.75,-140.1
49,max,1683882393966,WAVING,-0.26,0.99,0.19,-2.38,10.93,1.59,9.95,72.75,-140.1
50,max,1683882393992,WAVING,-0.08,0.96,0.25,0.06,16.91,0.61,9.9,72.95,-139.42
