measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,alex,1683904347919,WAVING,-0.5,0.97,0.26,2.38,-4.15,-1.65,24.37,68.19,54.04
1,alex,1683904347941,WAVING,-0.52,0.89,0.28,1.89,13.37,8.06,24.45,68.67,54.77
2,alex,1683904347965,WAVING,-0.52,0.89,0.28,1.89,13.37,8.06,24.45,68.67,54.77
3,alex,1683904347988,WAVING,-0.46,0.86,0.29,0.24,10.01,9.4,24.32,68.97,55.34
4,alex,1683904348011,WAVING,-0.37,0.85,0.3,-3.11,6.41,9.03,23.99,69.05,55.76
5,alex,1683904348033,WAVING,-0.37,0.85,0.3,-3.11,6.41,9.03,23.99,69.05,55.76
6,alex,1683904348057,WAVING,-0.32,0.9,0.32,-0.37,1.65,6.65,23.53,69.17,55.94
7,alex,1683904348081,WAVING,-0.32,0.86,0.3,-0.37,1.65,6.65,23.53,69.17,55.94
8,alex,1683904348104,WAVING,-0.32,0.86,0.3,3.85,-2.44,6.35,23.1,69.36,55.95
9,alex,1683904348127,WAVING,-0.4,0.79,0.31,2.93,-0.79,4.15,23.04,69.44,55.97
10,alex,1683904348152,WAVING,-0.4,0.79,0.31,2.93,-0.79,4.15,23.04,69.44,55.97
11,alex,1683904348177,WAVING,-0.43,0.79,0.32,-0.24,-0.85,0.18,23.16,69.32,55.9
12,alex,1683904348199,WAVING,-0.4,0.84,0.32,-5.07,3.85,0.85,23.16,69.32,55.9
13,alex,1683904348221,WAVING,-0.4,0.84,0.32,-5.07,3.85,0.85,23.2,69.18,56.08
14,alex,1683904348243,WAVING,-0.38,0.81,0.34,-12.88,9.95,7.81,23.05,68.77,56.59
15,alex,1683904348265,WAVING,-0.38,0.81,0.34,-12.88,9.95,7.81,23.05,68.77,56.59
16,alex,1683904348285,WAVING,-0.4,0.77,0.33,-15.93,11.41,7.75,23.01,68.29,57.14
17,alex,1683904348311,WAVING,-0.38,0.78,0.3,-15.75,11.29,3.05,23.01,68.29,57.14
18,alex,1683904348336,WAVING,-0.38,0.78,0.3,-15.75,11.29,3.05,23.1,67.87,57.65
19,alex,1683904348360,WAVING,-0.34,0.84,0.3,-18.13,11.23,0.98,23.13,67.4,58.14
20,alex,1683904348384,WAVING,-0.32,0.89,0.31,-20.87,11.05,1.22,23.1,66.87,58.65
21,alex,1683904348406,WAVING,-0.32,0.89,0.31,-20.87,11.05,1.22,23.1,66.87,58.65
22,alex,1683904348429,WAVING,-0.37,0.86,0.29,-16.66,8.42,0.43,23.17,66.5,59.04
23,alex,1683904348453,WAVING,-0.33,0.89,0.29,-16.66,8.42,0.43,23.17,66.5,59.04
24,alex,1683904348476,WAVING,-0.33,0.89,0.29,-15.14,-0.31,-2.2,23.1,66.09,59.05
25,alex,1683904348499,WAVING,-0.33,0.95,0.31,-7.39,-2.69,-5.49,23.05,65.94,58.92
26,alex,1683904348522,WAVING,-0.33,0.95,0.31,-7.39,-2.69,-5.49,23.05,65.94,58.92
27,alex,1683904348545,WAVING,-0.36,0.95,0.29,-0.12,-3.17,-2.75,22.97,66.16,58.85
28,alex,1683904348569,WAVING,-0.42,0.9,0.29,-0.12,-3.17,-2.75,22.97,66.16,58.85
29,alex,1683904348592,WAVING,-0.42,0.9,0.29,5.25,-4.15,-0.98,22.98,66.51,58.75
30,alex,1683904348613,WAVING,-0.42,0.9,0.29,5.25,-4.15,-0.98,22.98,66.51,58.75
31,alex,1683904348637,WAVING,-0.41,0.89,0.29,7.51,-4.82,1.34,22.88,66.95,58.67
32,alex,1683904348662,WAVING,-0.4,0.86,0.31,8.42,-1.89,3.72,22.74,67.38,58.7
33,alex,1683904348683,WAVING,-0.38,0.84,0.32,8.61,-0.85,4.58,22.74,67.38,58.7
34,alex,1683904348705,WAVING,-0.38,0.84,0.32,8.61,-0.85,4.58,22.58,67.81,58.76
35,alex,1683904348725,WAVING,-0.37,0.81,0.29,12.94,-4.09,3.48,22.42,68.34,58.66
36,alex,1683904348750,WAVING,-0.37,0.81,0.29,12.94,-4.09,3.48,22.42,68.34,58.66
37,alex,1683904348775,WAVING,-0.36,0.87,0.32,9.46,-9.22,1.53,22.15,68.65,58.35
38,alex,1683904348795,WAVING,-0.16,0.95,0.33,3.3,-6.84,-1.77,21.6,68.75,58.05
39,alex,1683904348815,WAVING,-0.31,0.85,0.39,10.13,-12.88,-4.15,21.43,68.78,57.39
40,alex,1683904348836,WAVING,-0.31,0.85,0.39,10.13,-12.88,-4.15,21.43,68.78,57.39
41,alex,1683904348859,WAVING,-0.31,0.83,0.34,8.48,-24.41,-7.57,21.27,68.68,56.28
42,alex,1683904348881,WAVING,-0.31,0.83,0.34,8.48,-24.41,-7.57,21.27,68.68,56.28
43,alex,1683904348901,WAVING,-0.32,0.83,0.32,12.02,-19.35,-13.43,21.47,68.81,55.29
44,alex,1683904348923,WAVING,-0.32,0.83,0.32,12.02,-19.35,-13.43,21.47,68.81,55.29
45,alex,1683904348947,WAVING,-0.37,0.82,0.32,11.84,-16.6,-14.65,21.84,68.91,54.39
46,alex,1683904348969,WAVING,-0.41,0.79,0.32,12.88,-14.71,-16.85,22.41,69.08,53.53
47,alex,1683904348992,WAVING,-0.41,0.79,0.32,12.88,-14.71,-16.85,22.41,69.08,53.53
48,alex,1683904349016,WAVING,-0.42,0.85,0.28,6.84,-6.23,-16.97,23.03,69.22,53.07
49,alex,1683904349038,WAVING,-0.42,0.85,0.28,6.84,-6.23,-16.97,23.03,69.22,53.07
50,alex,1683904349059,WAVING,-0.38,0.91,0.33,2.87,0.0,-13.12,23.47,69.29,52.88
51,alex,1683904349079,WAVING,-0.51,0.87,0.3,2.87,0.0,-13.12,23.47,69.29,52.88
52,alex,1683904349103,WAVING,-0.51,0.87,0.3,2.99,-2.75,-4.03,23.79,69.36,52.72
53,alex,1683904349127,WAVING,-0.47,0.87,0.25,-9.03,-0.18,4.39,23.76,69.19,52.86
54,alex,1683904349150,WAVING,-0.47,0.87,0.25,-9.03,-0.18,4.39,23.76,69.19,52.86
55,alex,1683904349173,WAVING,-0.4,0.93,0.24,-4.09,5.43,6.77,23.52,69.4,53.29
56,alex,1683904349197,WAVING,-0.31,0.94,0.31,-1.77,7.14,10.01,22.99,69.59,53.77
57,alex,1683904349221,WAVING,-0.31,0.94,0.31,-1.77,7.14,10.01,22.99,69.59,53.77
58,alex,1683904349242,WAVING,-0.36,0.85,0.31,4.94,3.6,9.22,22.65,69.94,54.06
59,alex,1683904349265,WAVING,-0.38,0.83,0.27,2.81,2.87,7.32,22.46,70.2,54.31
60,alex,1683904349288,WAVING,-0.38,0.83,0.27,2.81,2.87,7.32,22.46,70.2,54.31
