measurement_id,user_name,time_stamp,activity,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,rotation_pitch,rotation_roll,rotation_yaw
0,max,1683882319276,WAVING,-0.3,0.91,0.19,-1.16,-2.62,-1.28,13.85,76.35,-132.82
1,max,1683882319297,WAVING,-0.25,0.95,0.18,-6.71,-10.13,-3.97,13.94,76.07,-133.26
2,max,1683882319321,WAVING,-0.25,0.95,0.18,-6.71,-10.13,-3.97,13.94,76.07,-133.26
3,max,1683882319343,WAVING,-0.23,0.94,0.2,-1.71,-18.13,-9.89,14.15,75.87,-134.09
4,max,1683882319367,WAVING,-0.26,0.94,0.19,1.46,-21.24,-11.35,14.42,75.78,-135.02
5,max,1683882319391,WAVING,-0.26,0.94,0.19,1.46,-21.24,-11.35,14.42,75.78,-135.02
6,max,1683882319413,WAVING,-0.29,0.9,0.21,-0.43,-21.67,-13.49,14.89,75.56,-136.03
7,max,1683882319437,WAVING,-0.29,0.9,0.21,-0.43,-21.67,-13.49,14.89,75.56,-136.03
8,max,1683882319460,WAVING,-0.34,0.91,0.22,3.66,-24.17,-17.15,15.52,75.43,-137.17
9,max,1683882319483,WAVING,-0.35,0.9,0.26,-2.87,-12.02,-12.57,16.07,75.04,-137.81
10,max,1683882319504,WAVING,-0.35,0.9,0.26,-2.87,-12.02,-12.57,16.07,75.04,-137.81
11,max,1683882319527,WAVING,-0.38,0.89,0.23,-7.63,0.85,-1.89,16.41,74.73,-137.8
12,max,1683882319550,WAVING,-0.38,0.89,0.23,-7.63,0.85,-1.89,16.41,74.73,-137.8
13,max,1683882319574,WAVING,-0.35,0.9,0.21,-11.05,13.55,5.68,16.49,74.55,-137.15
14,max,1683882319596,WAVING,-0.3,0.93,0.21,-9.09,16.54,4.82,16.5,74.47,-136.41
15,max,1683882319617,WAVING,-0.3,0.93,0.21,-9.09,16.54,4.82,16.5,74.47,-136.41
16,max,1683882319641,WAVING,-0.24,0.96,0.2,-7.02,9.64,4.58,16.32,74.46,-135.96
17,max,1683882319665,WAVING,-0.24,0.96,0.2,-7.02,9.64,4.58,16.32,74.46,-135.96
18,max,1683882319689,WAVING,-0.26,0.9,0.2,-3.78,0.49,2.81,16.2,74.42,-135.9
19,max,1683882319710,WAVING,-0.31,0.87,0.18,-6.96,0.73,-2.62,16.2,74.42,-135.9
20,max,1683882319733,WAVING,-0.31,0.87,0.18,-6.96,0.73,-2.62,16.43,74.27,-135.86
21,max,1683882319756,WAVING,-0.31,0.92,0.17,-7.51,-3.3,-6.41,16.71,74.1,-136.01
22,max,1683882319779,WAVING,-0.31,0.92,0.17,-7.51,-3.3,-6.41,16.71,74.1,-136.01
23,max,1683882319801,WAVING,-0.31,0.95,0.23,-12.63,-0.55,-3.05,16.83,73.68,-136.02
24,max,1683882319826,WAVING,-0.31,0.99,0.23,-13.31,9.52,5.49,16.83,73.68,-136.02
25,max,1683882319849,WAVING,-0.31,0.99,0.23,-13.31,9.52,5.49,16.72,73.4,-135.51
26,max,1683882319872,WAVING,-0.33,0.95,0.21,-12.33,15.26,10.01,16.59,73.26,-134.74
27,max,1683882319895,WAVING,-0.31,0.87,0.23,-4.76,13.24,6.53,16.59,73.3,-134.12
28,max,1683882319917,WAVING,-0.31,0.87,0.23,-4.76,13.24,6.53,16.59,73.3,-134.12
29,max,1683882319942,WAVING,-0.27,0.89,0.24,-5.62,10.25,1.71,16.64,73.24,-133.69
30,max,1683882319965,WAVING,-0.27,0.89,0.24,-5.62,10.25,1.71,16.64,73.24,-133.69
31,max,1683882319988,WAVING,-0.25,0.93,0.23,-4.58,1.34,-0.73,16.58,73.18,-133.64
32,max,1683882320011,WAVING,-0.26,0.96,0.21,-3.11,-7.51,-2.38,16.51,73.13,-133.94
33,max,1683882320036,WAVING,-0.26,0.96,0.21,-3.11,-7.51,-2.38,16.51,73.13,-133.94
34,max,1683882320058,WAVING,-0.26,0.94,0.21,3.97,-12.08,-5.86,16.55,73.3,-134.46
35,max,1683882320079,WAVING,-0.26,0.94,0.21,3.97,-12.08,-5.86,16.55,73.3,-134.46
36,max,1683882320100,WAVING,-0.3,0.9,0.22,10.68,-18.19,-9.7,16.78,73.58,-135.29
37,max,1683882320121,WAVING,-0.31,0.89,0.24,13.37,-19.65,-13.12,16.78,73.58,-135.29
38,max,1683882320145,WAVING,-0.31,0.89,0.24,13.37,-19.65,-13.12,17.15,73.87,-136.22
39,max,1683882320170,WAVING,-0.33,0.88,0.27,5.68,-15.69,-10.25,17.43,73.81,-136.97
40,max,1683882320193,WAVING,-0.33,0.88,0.27,5.68,-15.69,-10.25,17.43,73.81,-136.97
41,max,1683882320215,WAVING,-0.32,0.88,0.28,-5.62,-9.52,-3.05,17.5,73.36,-137.41
42,max,1683882320239,WAVING,-0.35,0.88,0.22,-10.13,-5.74,-0.73,17.62,72.99,-137.6
43,max,1683882320263,WAVING,-0.35,0.88,0.22,-10.13,-5.74,-0.73,17.62,72.99,-137.6
44,max,1683882320287,WAVING,-0.36,0.92,0.23,-9.28,11.6,1.71,17.81,72.88,-137.08
45,max,1683882320310,WAVING,-0.36,0.92,0.23,-9.28,11.6,1.71,17.81,72.88,-137.08
46,max,1683882320331,WAVING,-0.34,0.93,0.25,-9.64,22.03,7.14,17.83,72.89,-136.07
47,max,1683882320354,WAVING,-0.29,0.91,0.27,-14.71,23.68,11.66,17.63,72.64,-134.97
48,max,1683882320377,WAVING,-0.29,0.91,0.27,-14.71,23.68,11.66,17.63,72.64,-134.97
49,max,1683882320400,WAVING,-0.29,0.85,0.26,-12.57,19.1,9.28,17.53,72.41,-134.1
50,max,1683882320423,WAVING,-0.29,0.85,0.26,-12.57,19.1,9.28,17.53,72.41,-134.1
51,max,1683882320447,WAVING,-0.28,0.91,0.24,-5.37,15.56,4.58,17.51,72.53,-133.41
52,max,1683882320470,WAVING,-0.25,0.98,0.22,-1.28,1.59,1.28,17.33,72.68,-133.27
53,max,1683882320494,WAVING,-0.25,0.98,0.22,-1.28,1.59,1.28,17.33,72.68,-133.27
54,max,1683882320519,WAVING,-0.2,0.97,0.21,3.66,-8.48,-1.22,17.05,72.91,-133.6
55,max,1683882320539,WAVING,-0.23,0.9,0.2,3.66,-8.48,-1.22,17.05,72.91,-133.6
56,max,1683882320563,WAVING,-0.23,0.9,0.2,13.67,-22.64,-10.25,17.09,73.33,-134.62
57,max,1683882320586,WAVING,-0.24,0.87,0.23,19.96,-31.25,-20.39,17.46,73.72,-136.12
58,max,1683882320609,WAVING,-0.32,0.86,0.29,14.28,-34.24,-20.75,17.93,73.65,-137.76
59,max,1683882320632,WAVING,-0.32,0.86,0.29,14.28,-34.24,-20.75,17.93,73.65,-137.76
60,max,1683882320656,WAVING,-0.42,0.88,0.29,-2.87,-21.48,-10.44,18.35,73.14,-138.78
61,max,1683882320676,WAVING,-0.42,0.88,0.29,-2.87,-21.48,-10.44,18.35,73.14,-138.78
62,max,1683882320700,WAVING,-0.45,0.89,0.29,-9.83,3.91,3.42,18.55,72.76,-138.54
63,max,1683882320725,WAVING,-0.46,0.88,0.2,-12.39,22.34,12.02,18.68,72.76,-137.41
64,max,1683882320749,WAVING,-0.46,0.88,0.2,-12.39,22.34,12.02,18.68,72.76,-137.41
65,max,1683882320773,WAVING,-0.31,0.91,0.22,-16.3,37.84,15.2,18.51,72.77,-135.61
66,max,1683882320795,WAVING,-0.31,0.91,0.22,-16.3,37.84,15.2,18.51,72.77,-135.61
67,max,1683882320818,WAVING,-0.25,0.9,0.3,-17.09,44.19,17.09,18.22,72.64,-133.66
68,max,1683882320842,WAVING,-0.24,0.86,0.27,-18.07,33.14,16.48,17.86,72.4,-132.16
69,max,1683882320865,WAVING,-0.24,0.86,0.27,-18.07,33.14,16.48,17.86,72.4,-132.16
70,max,1683882320888,WAVING,-0.27,0.87,0.2,-13.85,21.18,9.28,17.73,72.32,-131.16
71,max,1683882320911,WAVING,-0.27,0.87,0.2,-13.85,21.18,9.28,17.73,72.32,-131.16
72,max,1683882320936,WAVING,-0.18,0.99,0.18,-10.93,9.28,0.98,17.51,72.3,-130.73
73,max,1683882320958,WAVING,-0.12,1.11,0.22,2.32,-11.47,-7.14,17.18,72.48,-131.25
74,max,1683882320981,WAVING,-0.12,1.11,0.22,2.32,-11.47,-7.14,17.18,72.48,-131.25
75,max,1683882321004,WAVING,-0.14,0.96,0.23,19.78,-32.04,-13.31,16.98,73.03,-132.68
76,max,1683882321027,WAVING,-0.23,0.85,0.27,19.78,-32.04,-13.31,16.98,73.03,-132.68
77,max,1683882321049,WAVING,-0.23,0.85,0.27,27.34,-42.3,-21.85,17.27,73.48,-134.68
78,max,1683882321074,WAVING,-0.38,0.83,0.29,22.89,-47.24,-21.67,17.8,73.58,-136.87
79,max,1683882321097,WAVING,-0.38,0.83,0.29,22.89,-47.24,-21.67,17.8,73.58,-136.87
80,max,1683882321122,WAVING,-0.47,0.83,0.27,9.4,-33.02,-16.05,18.45,73.42,-138.37
81,max,1683882321142,WAVING,-0.5,0.83,0.26,9.4,-33.02,-16.05,18.45,73.42,-138.37
82,max,1683882321166,WAVING,-0.5,0.83,0.26,2.2,-18.13,-9.16,19.03,73.21,-139.19
83,max,1683882321190,WAVING,-0.47,0.88,0.27,-4.27,7.39,-0.49,19.42,73.1,-138.85
84,max,1683882321210,WAVING,-0.47,0.88,0.27,-4.27,7.39,-0.49,19.42,73.1,-138.85
85,max,1683882321232,WAVING,-0.41,0.91,0.23,-13.49,28.32,11.23,19.49,73.1,-137.48
86,max,1683882321254,WAVING,-0.41,0.91,0.23,-13.49,28.32,11.23,19.49,73.1,-137.48
87,max,1683882321278,WAVING,-0.31,0.92,0.27,-21.0,39.92,19.04,19.13,72.86,-135.61
88,max,1683882321302,WAVING,-0.27,0.9,0.27,-24.9,43.76,21.91,18.69,72.52,-133.58
89,max,1683882321323,WAVING,-0.27,0.9,0.27,-24.9,43.76,21.91,18.69,72.52,-133.58
90,max,1683882321344,WAVING,-0.24,0.88,0.21,-16.6,36.56,16.24,18.34,72.55,-131.89
91,max,1683882321369,WAVING,-0.2,0.94,0.21,-9.52,22.71,7.2,18.05,72.67,-130.88
92,max,1683882321392,WAVING,-0.2,0.94,0.21,-9.52,22.71,7.2,18.05,72.67,-130.88
93,max,1683882321416,WAVING,-0.15,1.01,0.18,-3.23,-6.41,-3.97,17.75,72.73,-131.17
94,max,1683882321439,WAVING,-0.15,1.02,0.18,8.0,-28.81,-12.33,17.75,72.73,-131.17
95,max,1683882321461,WAVING,-0.15,1.02,0.18,8.0,-28.81,-12.33,17.53,72.93,-132.43
96,max,1683882321486,WAVING,-0.2,0.94,0.23,20.14,-40.89,-19.59,17.58,73.29,-134.29
97,max,1683882321509,WAVING,-0.2,0.94,0.23,20.14,-40.89,-19.59,17.58,73.29,-134.29
98,max,1683882321532,WAVING,-0.3,0.86,0.29,26.31,-45.41,-24.78,18.05,73.59,-136.45
99,max,1683882321556,WAVING,-0.41,0.84,0.31,26.31,-45.41,-24.78,18.05,73.59,-136.45
100,max,1683882321579,WAVING,-0.41,0.84,0.31,22.71,-43.58,-19.47,18.57,73.73,-138.45
101,max,1683882321602,WAVING,-0.46,0.86,0.24,7.14,-24.35,-10.19,19.02,73.66,-139.5
102,max,1683882321625,WAVING,-0.46,0.86,0.24,7.14,-24.35,-10.19,19.02,73.66,-139.5
103,max,1683882321650,WAVING,-0.48,0.85,0.26,-2.14,-1.1,-2.08,19.44,73.51,-139.54
104,max,1683882321671,WAVING,-0.45,0.85,0.29,-11.54,17.09,5.92,19.44,73.51,-139.54
105,max,1683882321695,WAVING,-0.45,0.85,0.29,-11.54,17.09,5.92,19.68,73.21,-138.76
106,max,1683882321718,WAVING,-0.39,0.9,0.24,-16.85,34.18,14.77,19.62,73.12,-137.15
107,max,1683882321742,WAVING,-0.39,0.9,0.24,-16.85,34.18,14.77,19.62,73.12,-137.15
108,max,1683882321767,WAVING,-0.28,0.92,0.27,-21.97,50.29,20.63,19.28,72.99,-134.84
109,max,1683882321790,WAVING,-0.28,0.87,0.27,-21.61,45.96,20.69,18.95,72.8,-132.74
110,max,1683882321811,WAVING,-0.28,0.87,0.27,-21.61,45.96,20.69,18.95,72.8,-132.74
111,max,1683882321836,WAVING,-0.28,0.84,0.22,-19.29,31.19,11.6,18.85,72.59,-131.35
112,max,1683882321858,WAVING,-0.28,0.84,0.22,-19.29,31.19,11.6,18.85,72.59,-131.35
113,max,1683882321881,WAVING,-0.19,0.97,0.17,-15.08,9.16,-0.98,18.71,72.39,-130.95
114,max,1683882321901,WAVING,-0.13,1.07,0.2,-15.08,9.16,-0.98,18.71,72.39,-130.95
115,max,1683882321921,WAVING,-0.13,1.07,0.2,-7.39,-12.57,-6.23,18.32,72.2,-131.49
116,max,1683882321945,WAVING,-0.15,0.99,0.19,8.54,-28.44,-12.02,18.08,72.42,-132.74
117,max,1683882321968,WAVING,-0.15,0.99,0.19,8.54,-28.44,-12.02,18.08,72.42,-132.74
118,max,1683882321991,WAVING,-0.26,0.88,0.25,25.57,-40.59,-22.52,18.37,72.9,-134.67
119,max,1683882322012,WAVING,-0.26,0.88,0.25,25.57,-40.59,-22.52,18.37,72.9,-134.67
120,max,1683882322037,WAVING,-0.34,0.88,0.3,29.72,-48.1,-25.57,18.86,73.29,-136.95
121,max,1683882322060,WAVING,-0.37,0.91,0.28,15.14,-33.51,-14.4,19.12,73.36,-138.41
122,max,1683882322082,WAVING,-0.37,0.91,0.28,15.14,-33.51,-14.4,19.12,73.36,-138.41
123,max,1683882322107,WAVING,-0.51,0.82,0.28,-2.93,-7.93,-1.16,19.52,73.0,-138.77
124,max,1683882322130,WAVING,-0.47,0.81,0.28,-2.93,-7.93,-1.16,19.52,73.0,-138.77
